arm,group,fold,seed,split_seed,inner_fold,val_positive_events,val_pr_auc,val_ece,val_brier,n_features,n_nan_cells,feat_seconds,missing_policy,slope_time
D2_with_presence,presence,0,42,42,0,1,0.00031279324366593683,0.020523326448123522,0.01389372448103325,95,1439430,2.298,nan,index
D2_with_presence,presence,0,43,42,0,1,0.000273972602739726,0.019194260584845968,0.013375465202476807,95,1439430,2.298,nan,index
D2_with_presence,presence,1,42,42,1,3,0.8054908456891683,0.04826485771278281,0.047059786800534485,95,1439430,2.298,nan,index
D2_with_presence,presence,1,43,42,1,3,0.806469380327837,0.04806391359018097,0.04700448960060021,95,1439430,2.298,nan,index
D2_with_presence,presence,2,42,42,2,5,0.09284260637395006,0.058439100342124614,0.05769807465292118,95,1439430,2.298,nan,index
D2_with_presence,presence,2,43,42,2,5,0.0889209249990486,0.05811767037407164,0.057347557650020135,95,1439430,2.298,nan,index
D2_with_presence,presence,3,42,7,0,2,0.1834086799771316,0.023021188410308237,0.02168962845478425,95,1439430,2.298,nan,index
D2_with_presence,presence,3,43,7,0,2,0.19009885215672193,0.023694219806496393,0.022224675116598747,95,1439430,2.298,nan,index
D2_with_presence,presence,4,42,7,1,1,0.1241741522904877,0.010732216037916676,0.01053919248323679,95,1439430,2.298,nan,index
D2_with_presence,presence,4,43,7,1,1,0.13304140109179827,0.010060089246425104,0.010531784283757454,95,1439430,2.298,nan,index
D2_with_presence,presence,5,42,7,2,3,0.5401247419064322,0.037629013159580706,0.03697404295339155,95,1439430,2.298,nan,index
D2_with_presence,presence,5,43,7,2,3,0.5470173279773802,0.03729020556047988,0.03688639158697833,95,1439430,2.298,nan,index
D2_with_presence,presence,6,42,2024,0,5,0.2240959794333801,0.07603305395087526,0.07641836770833606,95,1439430,2.298,nan,index
D2_with_presence,presence,6,43,2024,0,5,0.2185568567803828,0.07505888727970855,0.0760047643651913,95,1439430,2.298,nan,index
D2_with_presence,presence,7,42,2024,1,1,0.014189336114166331,0.03156574831078549,0.022031836889558065,95,1439430,2.298,nan,index
D2_with_presence,presence,7,43,2024,1,1,0.014745038633982523,0.031205187535100286,0.022127656270949547,95,1439430,2.298,nan,index
D2_with_presence,presence,8,42,2024,2,1,0.0010384215991692627,0.0021713760905266825,0.0003343965565992542,95,1439430,2.298,nan,index
D2_with_presence,presence,8,43,2024,2,1,0.001218026796589525,0.0017141640701549112,0.00026274270846870606,95,1439430,2.298,nan,index
