rank,feature,importance,importance_std,channel,stat,scale
39,T-JUS-CKP|max|scale0.5,6.918660443416269e-05,5.720129986482992e-05,T-JUS-CKP,max,0.5
40,T-TPT|mean|scale0.5,6.198829301670427e-05,7.15663763795525e-05,T-TPT,mean,0.5
41,P-MON-CKP|mean|scale0.25,4.989156617365431e-05,2.8005128241254257e-06,P-MON-CKP,mean,0.25
42,T-TPT|last_diff|scale0.5,4.770871823942535e-05,4.171191485263366e-06,T-TPT,last_diff,0.5
43,T-TPT|std|scale0.25,4.633705185698167e-05,9.892170552130331e-05,T-TPT,std,0.25
44,T-JUS-CKP|last_diff|scale0.25,1.4017809471050802e-05,0.00011094890940641912,T-JUS-CKP,last_diff,0.25
45,T-JUS-CKP|slope|scale1.0,5.52487001784785e-06,3.0599792034231864e-05,T-JUS-CKP,slope,1.0
46,P-JUS-CKGL|slope|scale0.5,1.9818926785125646e-06,1.3649041735986238e-05,P-JUS-CKGL,slope,0.5
47,P-ANULAR|slope|scale0.25,0.0,0.0,P-ANULAR,slope,0.25
48,P-JUS-CKGL|presence_frac,0.0,0.0,P-JUS-CKGL,presence_frac,
49,P-MON-CKP|presence_frac,0.0,0.0,P-MON-CKP,presence_frac,
50,P-ANULAR|min|scale0.25,0.0,0.0,P-ANULAR,min,0.25
51,T-JUS-CKP|mean|scale0.25,-7.62827564367019e-06,8.57171196991402e-07,T-JUS-CKP,mean,0.25
52,T-TPT|slope|scale0.5,-1.3430761281726933e-05,4.570525960996791e-06,T-TPT,slope,0.5
53,P-MON-CKP|slope|scale0.25,-1.7313999645368617e-05,3.585940817310884e-06,P-MON-CKP,slope,0.25
54,T-TPT|mean|scale0.25,-1.9296381860556267e-05,2.052414984926171e-06,T-TPT,mean,0.25
55,T-TPT|last_diff|scale0.25,-2.0099459069403136e-05,8.027836310592631e-06,T-TPT,last_diff,0.25
56,P-MON-CKP|slope|scale0.5,-2.1060348806942187e-05,4.105401392059041e-06,P-MON-CKP,slope,0.5
57,P-MON-CKP|last_diff|scale0.25,-3.485459059887619e-05,1.3858132116606585e-05,P-MON-CKP,last_diff,0.25
58,P-MON-CKP|last_diff|scale0.5,-3.630160263604909e-05,1.9437208942165402e-05,P-MON-CKP,last_diff,0.5
59,P-MON-CKP|last_diff|scale1.0,-5.918228691514371e-05,7.935721538873593e-06,P-MON-CKP,last_diff,1.0
60,T-TPT|slope|scale1.0,-5.9779444940250007e-05,5.070099574014885e-05,T-TPT,slope,1.0
61,P-ANULAR|mean|scale0.5,-8.042690135609543e-05,4.414436197841484e-06,P-ANULAR,mean,0.5
62,P-ANULAR|slope|scale1.0,-8.519109049849594e-05,1.2838821743650737e-05,P-ANULAR,slope,1.0
63,P-JUS-CKGL|mean|scale1.0,-0.00010307555811239766,8.142999121621799e-05,P-JUS-CKGL,mean,1.0
64,P-ANULAR|slope|scale0.5,-0.00018061392109418317,1.4452360267676089e-05,P-ANULAR,slope,0.5
65,P-ANULAR|last_diff|scale0.5,-0.0002499012223533048,3.212262016828049e-05,P-ANULAR,last_diff,0.5
66,T-JUS-CKP|presence_frac,-0.0002574818800721884,3.0122763683544263e-05,T-JUS-CKP,presence_frac,
67,T-TPT|max|scale0.5,-0.0002655677770004278,4.6974768567970884e-05,T-TPT,max,0.5
68,T-JUS-CKP|slope|scale0.25,-0.0002796743457512241,6.633985004566635e-05,T-JUS-CKP,slope,0.25
69,T-TPT|slope|scale0.25,-0.0003409817753081801,2.2004532879381515e-05,T-TPT,slope,0.25
70,T-TPT|last_diff|scale1.0,-0.0003750034065494845,0.00010778557554542798,T-TPT,last_diff,1.0
71,P-JUS-CKGL|last_diff|scale1.0,-0.00041363447992186496,5.9057166974179065e-05,P-JUS-CKGL,last_diff,1.0
72,P-ANULAR|last_diff|scale0.25,-0.0004372864167375895,4.1314959772816735e-05,P-ANULAR,last_diff,0.25
73,P-MON-CKP|slope|scale1.0,-0.0004846106013356499,0.00010822051089120452,P-MON-CKP,slope,1.0
74,P-ANULAR|max|scale0.5,-0.0005148687958707765,3.2814227598477325e-05,P-ANULAR,max,0.5
75,T-TPT|min|scale0.5,-0.0005415671292547137,6.296894471440536e-05,T-TPT,min,0.5
76,P-ANULAR|std|scale0.5,-0.0005768593745717309,5.428170750269953e-05,P-ANULAR,std,0.5
77,P-ANULAR|mean|scale0.25,-0.0006447161400645024,2.1992667336249783e-05,P-ANULAR,mean,0.25
78,P-ANULAR|last_diff|scale1.0,-0.0007046156433467204,7.607662773605611e-05,P-ANULAR,last_diff,1.0
79,T-TPT|std|scale0.5,-0.0008156717099148559,0.00020483788511275257,T-TPT,std,0.5
80,P-ANULAR|mean|scale1.0,-0.0008301026703290248,3.504069106888686e-05,P-ANULAR,mean,1.0
81,P-ANULAR|min|scale0.5,-0.0011337003112365158,2.49872536113335e-05,P-ANULAR,min,0.5
82,T-TPT|std|scale1.0,-0.001140422764471713,0.00022501733376973268,T-TPT,std,1.0
83,P-MON-CKP|max|scale0.5,-0.0012028110105894775,3.8371628291213566e-05,P-MON-CKP,max,0.5
84,P-ANULAR|std|scale0.25,-0.001225773214151496,4.794377981697055e-05,P-ANULAR,std,0.25
85,T-TPT|max|scale0.25,-0.001324052499066919,0.00010743408508131656,T-TPT,max,0.25
86,P-MON-CKP|max|scale0.25,-0.0013418296761900316,3.3426479503718864e-05,P-MON-CKP,max,0.25
87,T-JUS-CKP|std|scale0.25,-0.0016673632554558531,0.0002635946960498079,T-JUS-CKP,std,0.25
88,P-ANULAR|max|scale0.25,-0.0023854437458802947,9.137987079858848e-05,P-ANULAR,max,0.25
89,P-MON-CKP|std|scale0.25,-0.003218416776541147,0.0001474090133465974,P-MON-CKP,std,0.25
90,T-TPT|presence_frac,-0.0035295781887512536,0.00018221092026356864,T-TPT,presence_frac,
91,P-ANULAR|std|scale1.0,-0.003977235148147487,0.0003514878368453181,P-ANULAR,std,1.0
92,P-MON-CKP|min|scale1.0,-0.006493848655175907,0.00039876303951913916,P-MON-CKP,min,1.0
93,P-JUS-CKGL|std|scale1.0,-0.00810071792639171,0.0006543715551706863,P-JUS-CKGL,std,1.0
94,P-MON-CKP|max|scale1.0,-0.009971986622405851,0.00024262367603440188,P-MON-CKP,max,1.0
95,P-ANULAR|max|scale1.0,-0.0888375436579924,0.009082865861417534,P-ANULAR,max,1.0
