scale,total,mean,n_features,share
0.25,0.04059497929048255,0.0013531659763494183,30,-3.2419867173257484
0.5,-0.0011379136201596154,-3.793045400532051e-05,30,0.09087579071351899
1.0,-0.05197870219447519,-0.0017326234064825063,30,4.151110926612229
