scale,total,mean,n_features,share
0.5,0.018227622111762674,0.0006075874037254225,30,-0.2564084030536802
0.25,-0.005270838876305511,-0.0001756946292101837,30,0.07414501851860349
1.0,-0.08404502330357477,-0.002801500776785826,30,1.1822633845350767
