rank,feature,importance,channel,stat,scale
32,T-JUS-CKP|max|scale1.0,0.0013101575896143913,T-JUS-CKP,max,1.0
33,P-ANULAR|last_diff|scale0.25,0.0013096911134198308,P-ANULAR,last_diff,0.25
34,T-TPT|std|scale1.0,0.001267344574443996,T-TPT,std,1.0
35,P-JUS-CKGL|min|scale0.5,0.0011349901324138045,P-JUS-CKGL,min,0.5
36,P-JUS-CKGL|slope|scale0.5,0.0011036965297535062,P-JUS-CKGL,slope,0.5
37,T-JUS-CKP|last_diff|scale1.0,0.001024932600557804,T-JUS-CKP,last_diff,1.0
38,P-ANULAR|mean|scale1.0,0.001015523332171142,P-ANULAR,mean,1.0
39,T-TPT|std|scale0.5,0.0009581075282767415,T-TPT,std,0.5
40,P-ANULAR|last_diff|scale1.0,0.0009208014816977084,P-ANULAR,last_diff,1.0
41,P-ANULAR|std|scale1.0,0.0008432926842942834,P-ANULAR,std,1.0
42,P-JUS-CKGL|last_diff|scale0.25,0.0008017164072953165,P-JUS-CKGL,last_diff,0.25
43,T-TPT|last_diff|scale1.0,0.0007906996761448681,T-TPT,last_diff,1.0
44,P-ANULAR|mean|scale0.25,0.0007545345579273999,P-ANULAR,mean,0.25
45,P-MON-CKP|std|scale1.0,0.0007486403919756413,P-MON-CKP,std,1.0
46,P-ANULAR|min|scale0.5,0.0007303298334591091,P-ANULAR,min,0.5
47,P-ANULAR|min|scale0.25,0.0007272211369127035,P-ANULAR,min,0.25
48,P-ANULAR|mean|scale0.5,0.0007247385219670832,P-ANULAR,mean,0.5
49,P-MON-CKP|std|scale0.25,0.0006840605055913329,P-MON-CKP,std,0.25
50,P-MON-CKP|std|scale0.5,0.0006697000935673714,P-MON-CKP,std,0.5
51,P-JUS-CKGL|std|scale1.0,0.000564036366995424,P-JUS-CKGL,std,1.0
52,T-TPT|max|scale0.5,0.0005443236441351473,T-TPT,max,0.5
53,P-JUS-CKGL|min|scale0.25,0.0005386771517805755,P-JUS-CKGL,min,0.25
54,T-JUS-CKP|std|scale0.5,0.0005094938678666949,T-JUS-CKP,std,0.5
55,P-MON-CKP|max|scale1.0,0.0005069766193628311,P-MON-CKP,max,1.0
56,P-MON-CKP|mean|scale0.5,0.0004918997292406857,P-MON-CKP,mean,0.5
57,P-ANULAR|std|scale0.5,0.0004874756559729576,P-ANULAR,std,0.5
58,P-MON-CKP|min|scale0.25,0.0004794954729732126,P-MON-CKP,min,0.25
59,T-JUS-CKP|mean|scale0.5,0.0004605062131304294,T-JUS-CKP,mean,0.5
60,P-MON-CKP|max|scale0.5,0.00043037114664912224,P-MON-CKP,max,0.5
61,P-MON-CKP|presence_frac,0.0003972771519329399,P-MON-CKP,presence_frac,
62,T-TPT|mean|scale1.0,0.0003895852714776993,T-TPT,mean,1.0
63,P-ANULAR|slope|scale1.0,0.000386002822779119,P-ANULAR,slope,1.0
64,P-ANULAR|last_diff|scale0.5,0.0003853597736451775,P-ANULAR,last_diff,0.5
65,P-ANULAR|max|scale0.5,0.00038058063364587724,P-ANULAR,max,0.5
66,P-MON-CKP|max|scale0.25,0.0003551829431671649,P-MON-CKP,max,0.25
67,T-JUS-CKP|std|scale0.25,0.00032281214953400195,T-JUS-CKP,std,0.25
68,T-TPT|std|scale0.25,0.0002998257987201214,T-TPT,std,0.25
69,P-JUS-CKGL|std|scale0.25,0.0002667250810191035,P-JUS-CKGL,std,0.25
70,P-JUS-CKGL|max|scale0.5,0.0002455637149978429,P-JUS-CKGL,max,0.5
71,T-JUS-CKP|max|scale0.25,0.00022947235265746713,T-JUS-CKP,max,0.25
72,P-JUS-CKGL|slope|scale0.25,0.0002245018258690834,P-JUS-CKGL,slope,0.25
73,T-JUS-CKP|slope|scale1.0,0.0002133753732778132,T-JUS-CKP,slope,1.0
74,P-MON-CKP|mean|scale0.25,0.000207624543691054,P-MON-CKP,mean,0.25
75,P-MON-CKP|slope|scale1.0,0.00019067121320404112,P-MON-CKP,slope,1.0
76,T-TPT|slope|scale0.5,0.00017627651686780155,T-TPT,slope,0.5
77,P-ANULAR|max|scale0.25,0.00014532264322042465,P-ANULAR,max,0.25
78,P-JUS-CKGL|std|scale0.5,0.00011081001139245927,P-JUS-CKGL,std,0.5
79,T-JUS-CKP|min|scale0.25,0.00010420012404210865,T-JUS-CKP,min,0.25
80,T-TPT|mean|scale0.5,9.450217476114631e-05,T-TPT,mean,0.5
81,T-JUS-CKP|last_diff|scale0.25,8.260930917458609e-05,T-JUS-CKP,last_diff,0.25
82,T-JUS-CKP|slope|scale0.25,7.942809315863997e-05,T-JUS-CKP,slope,0.25
83,T-TPT|last_diff|scale0.5,7.848750828998163e-05,T-TPT,last_diff,0.5
84,T-JUS-CKP|slope|scale0.5,7.188374001998454e-05,T-JUS-CKP,slope,0.5
85,T-JUS-CKP|max|scale0.5,6.87284191371873e-05,T-JUS-CKP,max,0.5
86,T-TPT|last_diff|scale0.25,6.69555229251273e-05,T-TPT,last_diff,0.25
87,T-JUS-CKP|presence_frac,6.294000922935084e-05,T-JUS-CKP,presence_frac,
88,P-MON-CKP|last_diff|scale1.0,5.72143544559367e-05,P-MON-CKP,last_diff,1.0
89,P-ANULAR|slope|scale0.25,5.318738840287551e-05,P-ANULAR,slope,0.25
90,T-JUS-CKP|last_diff|scale0.5,3.686753552756272e-05,T-JUS-CKP,last_diff,0.5
91,P-MON-CKP|last_diff|scale0.5,3.4913788113044575e-05,P-MON-CKP,last_diff,0.5
92,P-MON-CKP|last_diff|scale0.25,3.3588021324248984e-05,P-MON-CKP,last_diff,0.25
93,P-MON-CKP|slope|scale0.5,2.3418639102601446e-05,P-MON-CKP,slope,0.5
94,P-MON-CKP|slope|scale0.25,4.852926849707728e-06,P-MON-CKP,slope,0.25
95,T-TPT|slope|scale0.25,0.0,T-TPT,slope,0.25
