rank,feature,importance,channel,stat,scale
65,P-MON-CKP|std|scale0.25,0.0007705051684752107,P-MON-CKP,std,0.25
66,T-TPT|last_diff|scale1.0,0.0007480348576791584,T-TPT,last_diff,1.0
67,T-TPT|mean|scale1.0,0.0006979096797294915,T-TPT,mean,1.0
68,P-MON-CKP|min|scale0.5,0.0006895093829371035,P-MON-CKP,min,0.5
69,P-JUS-CKGL|last_diff|scale1.0,0.0006657771882601082,P-JUS-CKGL,last_diff,1.0
70,T-TPT|min|scale0.5,0.0006334049394354224,T-TPT,min,0.5
71,P-MON-CKP|mean|scale1.0,0.0006260239169932902,P-MON-CKP,mean,1.0
72,P-JUS-CKGL|std|scale0.5,0.00062513817101717,P-JUS-CKGL,std,0.5
73,P-ANULAR|max|scale0.5,0.000621478131506592,P-ANULAR,max,0.5
74,P-MON-CKP|slope|scale1.0,0.000619355181697756,P-MON-CKP,slope,1.0
75,T-TPT|last_diff|scale0.5,0.0006047229981049895,T-TPT,last_diff,0.5
76,P-MON-CKP|presence_frac,0.0006026703049428761,P-MON-CKP,presence_frac,
77,P-JUS-CKGL|min|scale0.5,0.0005890948232263327,P-JUS-CKGL,min,0.5
78,P-MON-CKP|max|scale0.5,0.0005828412831760943,P-MON-CKP,max,0.5
79,T-JUS-CKP|std|scale0.5,0.0005616324488073587,T-JUS-CKP,std,0.5
80,T-JUS-CKP|presence_frac,0.000550692027900368,T-JUS-CKP,presence_frac,
81,T-JUS-CKP|max|scale0.5,0.0005374812171794474,T-JUS-CKP,max,0.5
82,T-JUS-CKP|slope|scale1.0,0.0005158234271220863,T-JUS-CKP,slope,1.0
83,P-ANULAR|mean|scale0.5,0.00044471706496551633,P-ANULAR,mean,0.5
84,T-JUS-CKP|slope|scale0.25,0.0004104143881704658,T-JUS-CKP,slope,0.25
85,P-ANULAR|last_diff|scale0.5,0.00036855213693343103,P-ANULAR,last_diff,0.5
86,T-TPT|min|scale0.25,0.00032842319342307746,T-TPT,min,0.25
87,P-MON-CKP|slope|scale0.5,0.0002762850490398705,P-MON-CKP,slope,0.5
88,P-MON-CKP|last_diff|scale0.5,0.00026043548132292926,P-MON-CKP,last_diff,0.5
89,P-ANULAR|presence_frac,0.000258040614426136,P-ANULAR,presence_frac,
90,T-TPT|mean|scale0.5,0.00023697996221017092,T-TPT,mean,0.5
91,P-ANULAR|slope|scale0.25,0.00022140666260384023,P-ANULAR,slope,0.25
92,P-MON-CKP|last_diff|scale1.0,0.0001733507087919861,P-MON-CKP,last_diff,1.0
93,P-ANULAR|slope|scale0.5,0.0001675009698374197,P-ANULAR,slope,0.5
94,P-MON-CKP|last_diff|scale0.25,0.00015756988432258368,P-MON-CKP,last_diff,0.25
95,P-MON-CKP|slope|scale0.25,0.0001570012973388657,P-MON-CKP,slope,0.25
