scale,total,mean,n_features,share
0.5,0.043055297186318425,0.0014351765728772808,30,-0.38224147063982966
0.25,0.010897282167753118,0.00036324273892510394,30,-0.09674519592220512
1.0,-0.16659157981168451,-0.005553052660389484,30,1.4789866665620348
