rank,feature,importance,importance_std,channel,stat,scale
31,T-TPT|max|scale0.25,0.0030787331152140494,0.0015803769656056676,T-TPT,max,0.25
32,T-TPT|last_diff|scale1.0,0.002541306022955414,0.001775295884163032,T-TPT,last_diff,1.0
33,T-TPT|min|scale0.25,0.0023232239575252667,0.0008111948517108827,T-TPT,min,0.25
34,P-ANULAR|std|scale0.5,0.0018727365151256282,0.00020502604506442983,P-ANULAR,std,0.5
35,T-JUS-CKP|mean|scale0.25,0.001456186773326973,0.0005724573692389358,T-JUS-CKP,mean,0.25
36,P-MON-CKP|mean|scale0.5,0.001417689636825692,0.0004119071097759722,P-MON-CKP,mean,0.5
37,P-ANULAR|last_diff|scale0.25,0.0011238244855120926,0.0009163919571743354,P-ANULAR,last_diff,0.25
38,T-TPT|mean|scale0.5,0.0010941400223676734,8.969631515876282e-05,T-TPT,mean,0.5
39,P-ANULAR|mean|scale0.5,0.001072338665807826,0.0006700221883909872,P-ANULAR,mean,0.5
40,P-ANULAR|min|scale0.5,0.0010068370394920923,0.00019081778288812957,P-ANULAR,min,0.5
41,T-TPT|max|scale0.5,0.0009428664685681376,0.0007786760723896577,T-TPT,max,0.5
42,P-MON-CKP|slope|scale0.5,0.0008099865936168626,8.711461421957579e-05,P-MON-CKP,slope,0.5
43,P-ANULAR|mean|scale1.0,0.000589220973646043,0.00026709790391553335,P-ANULAR,mean,1.0
44,T-JUS-CKP|min|scale0.25,0.0005211056487997468,0.00033619339809277054,T-JUS-CKP,min,0.25
45,T-TPT|mean|scale0.25,0.0002974508270437104,0.0004925402075660007,T-TPT,mean,0.25
46,T-JUS-CKP|mean|scale0.5,0.0002790277739597391,0.000240272328092605,T-JUS-CKP,mean,0.5
47,P-MON-CKP|std|scale0.5,0.00024265262471208083,0.0009190872119327809,P-MON-CKP,std,0.5
48,T-JUS-CKP|max|scale0.5,0.00021312044364136807,0.00030065117764198823,T-JUS-CKP,max,0.5
49,P-JUS-CKGL|last_diff|scale0.5,0.0002035218183018772,0.0004851886247229475,P-JUS-CKGL,last_diff,0.5
50,T-TPT|last_diff|scale0.25,0.0001236729098542444,0.00013113567414241891,T-TPT,last_diff,0.25
51,P-JUS-CKGL|min|scale0.25,7.493221201180234e-05,0.00018619423905426384,P-JUS-CKGL,min,0.25
52,T-JUS-CKP|last_diff|scale0.5,5.732670622475844e-05,2.24392870027172e-05,T-JUS-CKP,last_diff,0.5
53,T-TPT|slope|scale0.5,5.0399529770817075e-05,9.355347148147102e-05,T-TPT,slope,0.5
54,T-TPT|slope|scale0.25,0.0,0.0,T-TPT,slope,0.25
55,P-MON-CKP|presence_frac,-4.2690777652953925e-07,1.256985891901507e-05,P-MON-CKP,presence_frac,
56,T-JUS-CKP|last_diff|scale0.25,-2.2198990044053345e-05,0.0003689366563962422,T-JUS-CKP,last_diff,0.25
57,P-MON-CKP|max|scale1.0,-3.9232927510313155e-05,0.0018659841832812988,P-MON-CKP,max,1.0
58,P-ANULAR|std|scale1.0,-4.427668024251652e-05,0.0002760907115350464,P-ANULAR,std,1.0
59,T-TPT|last_diff|scale0.5,-6.036202024544135e-05,0.00039492105336665247,T-TPT,last_diff,0.5
60,P-MON-CKP|slope|scale0.25,-0.00010596152338904208,0.00010481734887525498,P-MON-CKP,slope,0.25
61,P-MON-CKP|last_diff|scale1.0,-0.0001090785481407286,0.0004261719420482411,P-MON-CKP,last_diff,1.0
62,P-JUS-CKGL|std|scale0.5,-0.00012026866850718409,4.738299203550339e-05,P-JUS-CKGL,std,0.5
63,P-MON-CKP|last_diff|scale0.5,-0.0001836161934120062,0.00015665779025595758,P-MON-CKP,last_diff,0.5
64,T-JUS-CKP|slope|scale0.5,-0.00020783698015423014,4.62065669557402e-05,T-JUS-CKP,slope,0.5
65,T-JUS-CKP|max|scale0.25,-0.0003354836084111357,0.00011317583472330077,T-JUS-CKP,max,0.25
66,P-MON-CKP|last_diff|scale0.25,-0.00040308204126784377,0.000260730068680684,P-MON-CKP,last_diff,0.25
67,P-JUS-CKGL|min|scale0.5,-0.0004808722088096129,0.00021037542230038832,P-JUS-CKGL,min,0.5
68,P-MON-CKP|std|scale1.0,-0.0004912624970352608,0.0020469460991911063,P-MON-CKP,std,1.0
69,P-ANULAR|last_diff|scale1.0,-0.00051124065757564,0.002232352803882632,P-ANULAR,last_diff,1.0
70,P-MON-CKP|mean|scale0.25,-0.0005350948699932801,0.00040927376610018425,P-MON-CKP,mean,0.25
71,P-JUS-CKGL|mean|scale0.25,-0.000561942844612906,0.000592430941742484,P-JUS-CKGL,mean,0.25
72,P-ANULAR|max|scale0.25,-0.0006978780811361274,0.0002806941607866421,P-ANULAR,max,0.25
73,P-ANULAR|slope|scale0.25,-0.0007900639725526793,0.00034071733876990464,P-ANULAR,slope,0.25
74,T-JUS-CKP|mean|scale1.0,-0.0011905817296546718,0.0018140300783718664,T-JUS-CKP,mean,1.0
75,P-JUS-CKGL|max|scale0.5,-0.001211119981103992,0.0004148774198581456,P-JUS-CKGL,max,0.5
76,T-JUS-CKP|slope|scale0.25,-0.0012292101829088908,0.0002351383302634692,T-JUS-CKP,slope,0.25
77,P-MON-CKP|slope|scale1.0,-0.0012808940843095807,0.0010027566804776194,P-MON-CKP,slope,1.0
78,P-MON-CKP|max|scale0.5,-0.0017019043244906884,0.000802698624683606,P-MON-CKP,max,0.5
79,T-JUS-CKP|last_diff|scale1.0,-0.0018993048733171535,0.0004639103659344649,T-JUS-CKP,last_diff,1.0
80,T-JUS-CKP|std|scale0.25,-0.0019301159607658437,0.0004987961764449432,T-JUS-CKP,std,0.25
81,T-TPT|std|scale0.5,-0.0027284547526048365,0.001386249325231999,T-TPT,std,0.5
82,P-JUS-CKGL|max|scale0.25,-0.002743618204124054,0.0008989656097908595,P-JUS-CKGL,max,0.25
83,P-ANULAR|max|scale1.0,-0.0027990706739120077,0.0005987826926216573,P-ANULAR,max,1.0
84,T-JUS-CKP|presence_frac,-0.003369024688404121,0.0004488573184731922,T-JUS-CKP,presence_frac,
85,P-MON-CKP|std|scale0.25,-0.0076585829302923125,0.0005410328625120504,P-MON-CKP,std,0.25
86,P-JUS-CKGL|std|scale1.0,-0.008786662796029354,0.0004920104532784797,P-JUS-CKGL,std,1.0
87,P-MON-CKP|min|scale0.25,-0.011100539502601503,0.0007196093868605508,P-MON-CKP,min,0.25
88,T-JUS-CKP|slope|scale1.0,-0.012333431647667249,0.0016871341112869266,T-JUS-CKP,slope,1.0
89,P-JUS-CKGL|slope|scale1.0,-0.013378023645039105,0.006329458319668225,P-JUS-CKGL,slope,1.0
90,P-MON-CKP|min|scale1.0,-0.01482636557687982,0.004786300551738094,P-MON-CKP,min,1.0
91,P-JUS-CKGL|std|scale0.25,-0.019556988755671377,0.0009167823960752129,P-JUS-CKGL,std,0.25
92,T-TPT|std|scale0.25,-0.020141495026189272,0.0008435719565841943,T-TPT,std,0.25
93,T-TPT|std|scale1.0,-0.025475890775326682,0.0019864137864672787,T-TPT,std,1.0
94,T-JUS-CKP|std|scale0.5,-0.031110409371946823,0.000775702904861957,T-JUS-CKP,std,0.5
95,T-JUS-CKP|std|scale1.0,-0.05649651447276718,0.001965380543151943,T-JUS-CKP,std,1.0
