rank,feature,importance,channel,stat,scale
49,P-MON-CKP|min|scale0.5,0.0012188206892460585,P-MON-CKP,min,0.5
50,T-JUS-CKP|mean|scale1.0,0.0011607897467911243,T-JUS-CKP,mean,1.0
51,T-JUS-CKP|last_diff|scale0.25,0.0011409336002543569,T-JUS-CKP,last_diff,0.25
52,P-JUS-CKGL|std|scale0.5,0.001065906835719943,P-JUS-CKGL,std,0.5
53,T-JUS-CKP|max|scale0.5,0.0010322739835828543,T-JUS-CKP,max,0.5
54,P-MON-CKP|mean|scale0.5,0.0010191299952566624,P-MON-CKP,mean,0.5
55,T-TPT|slope|scale0.25,0.001009519211947918,T-TPT,slope,0.25
56,P-ANULAR|std|scale0.25,0.0009969999082386494,P-ANULAR,std,0.25
57,T-JUS-CKP|std|scale1.0,0.0009917066199705005,T-JUS-CKP,std,1.0
58,P-MON-CKP|min|scale1.0,0.0009553855052217841,P-MON-CKP,min,1.0
59,P-JUS-CKGL|std|scale1.0,0.0009373236098326743,P-JUS-CKGL,std,1.0
60,P-MON-CKP|max|scale0.5,0.0009147959062829614,P-MON-CKP,max,0.5
61,P-ANULAR|slope|scale1.0,0.0009098505252040923,P-ANULAR,slope,1.0
62,T-TPT|slope|scale1.0,0.0008304908988066018,T-TPT,slope,1.0
63,T-TPT|mean|scale1.0,0.000821382796857506,T-TPT,mean,1.0
64,T-TPT|mean|scale0.5,0.0008054881473071873,T-TPT,mean,0.5
65,P-MON-CKP|std|scale1.0,0.0008020561072044075,P-MON-CKP,std,1.0
66,T-JUS-CKP|last_diff|scale0.5,0.0007788640214130282,T-JUS-CKP,last_diff,0.5
67,P-ANULAR|mean|scale0.25,0.0007677354151383042,P-ANULAR,mean,0.25
68,P-MON-CKP|max|scale0.25,0.0006547620287165046,P-MON-CKP,max,0.25
69,P-JUS-CKGL|presence_frac,0.0006075683631934226,P-JUS-CKGL,presence_frac,
70,T-TPT|last_diff|scale0.25,0.0005792125011794269,T-TPT,last_diff,0.25
71,P-ANULAR|last_diff|scale0.5,0.0005650408565998077,P-ANULAR,last_diff,0.5
72,P-ANULAR|min|scale0.25,0.0005339306080713868,P-ANULAR,min,0.25
73,P-MON-CKP|mean|scale1.0,0.0005335527821443975,P-MON-CKP,mean,1.0
74,T-TPT|min|scale0.25,0.0005003056139685214,T-TPT,min,0.25
75,P-ANULAR|min|scale0.5,0.0005002346588298678,P-ANULAR,min,0.5
76,P-ANULAR|max|scale0.25,0.0004967976710759103,P-ANULAR,max,0.25
77,P-MON-CKP|max|scale1.0,0.0004826507647521794,P-MON-CKP,max,1.0
78,T-TPT|last_diff|scale1.0,0.0004706159234046936,T-TPT,last_diff,1.0
79,T-TPT|min|scale0.5,0.00046755035873502493,T-TPT,min,0.5
80,P-ANULAR|slope|scale0.25,0.00045203708577901125,P-ANULAR,slope,0.25
81,P-MON-CKP|slope|scale0.25,0.0004236171953380108,P-MON-CKP,slope,0.25
82,T-JUS-CKP|presence_frac,0.00040958874160423875,T-JUS-CKP,presence_frac,
83,T-TPT|last_diff|scale0.5,0.0004065119428560138,T-TPT,last_diff,0.5
84,P-MON-CKP|last_diff|scale0.25,0.0003616538015194237,P-MON-CKP,last_diff,0.25
85,P-MON-CKP|slope|scale0.5,0.0003501008322928101,P-MON-CKP,slope,0.5
86,P-ANULAR|presence_frac,0.0003420834254939109,P-ANULAR,presence_frac,
87,P-MON-CKP|presence_frac,0.00030722268274985254,P-MON-CKP,presence_frac,
88,T-JUS-CKP|slope|scale0.5,0.0002452869957778603,T-JUS-CKP,slope,0.5
89,P-MON-CKP|slope|scale1.0,0.00022086259559728205,P-MON-CKP,slope,1.0
90,P-MON-CKP|last_diff|scale1.0,0.00021420864504761994,P-MON-CKP,last_diff,1.0
91,P-MON-CKP|last_diff|scale0.5,0.0001847735547926277,P-MON-CKP,last_diff,0.5
92,T-TPT|slope|scale0.5,0.000170000726939179,T-TPT,slope,0.5
93,T-JUS-CKP|slope|scale1.0,0.00012689233699347824,T-JUS-CKP,slope,1.0
94,P-ANULAR|slope|scale0.5,8.310308658110444e-06,P-ANULAR,slope,0.5
95,P-ANULAR|mean|scale0.5,0.0,P-ANULAR,mean,0.5
