rank,channel,total,mean,max,n_features,share
1,P-JUS-CKGL,0.22152775069337477,0.011659355299651303,0.10848498209841775,19,0.5573696692417361
2,T-TPT,0.1626928436867583,0.008562781246671489,0.06998716138010042,19,0.409339489927832
3,P-MON-CKP,0.013231514908031716,0.0006963955214753535,0.009846446974256445,19,0.03329084083043189
4,T-JUS-CKP,-0.07824833008889444,-0.0041183331625733914,0.002944162883710355,19,0.0
5,P-ANULAR,-0.2642778035794884,-0.013909358083130968,0.010353477607961454,19,0.0
