scale,total,mean,n_features,share
1.0,0.2509271858067218,0.008364239526890726,30,0.5835833071347606
0.25,0.0971734965395618,0.0032391165513187266,30,0.22599715648222354
0.5,0.0818759512190385,0.00272919837396795,30,0.19041953638301579
